id,ID,name,KEGG,CID,mean_diabetic..,mean_non.diabetic..,sd_diabetic..,sd_non.diabetic..,diabetic..__mean_and_sd,non.diabetic..__mean_and_sd,FC_non.diabetic.._diabetic..,class_p.values,class_FDR.p.values,post.hoc_non.diabetic.._diabetic..,kruskal_selected,PC1,PC2,rf_importance,rfe_selected,FC_non.diabetic.._diabetic.._mag,FC_non.diabetic.._diabetic.._dir,FC_non.diabetic.._diabetic.._sig,class_FDR.p.values_sig,FC_non.diabetic.._diabetic.._dir_class_FDR.p.values_sig
1,var1,xylulose,C00310,5289590,1223.1739130434783,764.0754716981132,514.8732105333323,313.0713146243817,1220 +/- 510,764 +/- 310,0.62,1.324761171307805e-4,7.001503497474705e-4,1.3251823377291583e-4,TRUE,0.12100395666599598,-0.05393466440670242,0.07937020960774081,FALSE,0.6896598793878495,-1,FALSE,TRUE,-1_TRUE
10,var10,uracil,C00106,1174,4730.695652173913,3285.830188679245,3505.024217719247,1809.0783005532558,4730 +/- 3500,3290 +/- 1800,0.69,0.007749942938032367,0.018442902181646643,0.0077499429380439855,TRUE,0.08533775365106129,0.1339653743743309,0.02596738103563851,FALSE,0.5353317329965558,-1,FALSE,TRUE,-1_TRUE
100,var100,homocystine,C01817,439579,841.304347826087,541.4905660377359,373.43399499322607,394.34925084252166,841 +/- 370,541 +/- 390,0.64,6.568744714291248e-5,3.832873371202616e-4,6.570256488802606e-5,TRUE,0.08452547157330714,0.018546131162133096,0.02676206413723576,FALSE,0.6438561897747247,-1,FALSE,TRUE,-1_TRUE
101,var101,histidine,C00135,6274,33410.434782608696,40536.45283018868,9780.640520139246,12686.6714834689,33400 +/- 9800,40500 +/- 13000,1.21,0.019549999887536917,0.03952042988018215,0.019549999887609082,TRUE,-0.0367754793225603,0.11623350945895305,0.07549449604403166,FALSE,0.27500704749986976,1,FALSE,TRUE,1_TRUE
102,var102,hexuronic acid,,19770757,15522.304347826086,7559.471698113208,4926.790246238902,3943.758260280383,15500 +/- 4900,7560 +/- 3900,0.49,3.117157616030761e-8,9.767093863563051e-7,3.117159075305409e-8,TRUE,0.13731556536303188,-0.07624830431898613,0.7068658512417473,TRUE,1.0291463456595165,-1,FALSE,TRUE,-1_TRUE
103,var103,guanosine,C00387,6802,230.52173913043478,258.24528301886795,439.53982853612393,496.31875248056133,231 +/- 440,258 +/- 500,1.12,0.27020931188423714,0.3527732682933096,0.2702780839414882,FALSE,0.02107978574961029,0.09572893465080576,NA,FALSE,0.16349873228287956,1,FALSE,FALSE,1_FALSE
104,var104,glycolic acid,C00160,757,6405.347826086957,5638.377358490566,4429.257249540683,1225.233843087406,6410 +/- 4400,5640 +/- 1200,0.88,0.2653888095787941,0.348902770635058,0.2653953433315148,FALSE,0.017631497126345312,-0.09619516873908171,NA,FALSE,0.18442457113742744,-1,FALSE,FALSE,-1_FALSE
105,var105,glycine,C00037,750,210119.47826086957,220593.62264150943,68655.50066280829,70389.11394942852,210000 +/- 69000,221000 +/- 70000,1.05,0.15262451523785395,0.2157399162760642,0.15262451523785292,FALSE,-0.03850229573419659,0.08080385398664928,NA,FALSE,0.070389327891398,1,FALSE,FALSE,1_FALSE
106,var106,glycerol-alpha-phosphate,C00093,754,7325.739130434783,12989.264150943396,4031.764605969037,4514.745470084849,7330 +/- 4000,13000 +/- 4500,1.77,8.976358675827165e-7,1.2053967364682193e-5,8.976358693013609e-7,TRUE,-0.07352123902805821,0.06936750406855675,0.24741260816926453,FALSE,0.8237493603082727,1,FALSE,TRUE,1_TRUE
107,var107,glycerol-3-galactoside,C05401,656504,1783.391304347826,1232.5283018867924,764.2982365977323,662.2265067927922,1780 +/- 760,1230 +/- 660,0.69,0.0011976133472717367,0.003881919125639422,0.0011977063371526597,TRUE,0.10712092700590267,-8.33146647675708e-4,0.09649607966491335,FALSE,0.5353317329965558,-1,FALSE,TRUE,-1_TRUE
108,var108,glyceric acid,C00258,439194,3138.608695652174,2851.3207547169814,1147.393795407283,1349.0455425622633,3140 +/- 1100,2850 +/- 1300,0.91,0.1839930735610103,0.2524868454705835,0.18399307356101113,FALSE,0.011541707260810483,0.038431138480726455,NA,FALSE,0.13606154957602837,-1,FALSE,FALSE,-1_FALSE
109,var109,glutaric acid,C00489,743,1426.2173913043478,310.35849056603774,3857.895728320412,204.0276276860961,1430 +/- 3900,310 +/- 200,0.22,0.06051862849348015,0.10250001943039881,0.06052566263965331,FALSE,0.05076945641764971,-0.013250687411755202,NA,FALSE,2.1844245711374275,-1,FALSE,FALSE,-1_FALSE
11,var11,tyrosine,C00082,6057,110102.86956521739,117015.58490566038,44578.230784160216,29968.461727054353,110000 +/- 45000,117000 +/- 30000,1.06,0.15921737879837586,0.22172494232662712,0.15921737879837294,FALSE,-0.015543962924732294,0.13830659061727904,NA,FALSE,0.08406426478847455,1,FALSE,FALSE,1_FALSE
110,var110,glutamine,C00064,5961,146534.69565217392,132936.77358490566,58502.04303459277,65955.01873177876,147000 +/- 59000,133000 +/- 66000,0.91,0.2605737040249379,0.3449849039203403,0.26057370402493585,FALSE,0.05112594558788803,0.13182472616434807,NA,FALSE,0.13606154957602837,-1,FALSE,FALSE,-1_FALSE
111,var111,glutamic acid,C00025,33032,13399.130434782608,15466.811320754718,5441.528455935785,5648.858230640009,13400 +/- 5400,15500 +/- 5600,1.15,0.0867113451585117,0.13815027872712032,0.08671349925732574,FALSE,-0.030272151034741075,0.028726609179650246,NA,FALSE,0.2016338611696504,1,FALSE,FALSE,1_FALSE
112,var112,glucuronic acid,C00191,94715,29686,19418.962264150945,24803.25592263315,13474.080141233937,29700 +/- 25000,19400 +/- 13000,0.65,0.146241477297742,0.20828331615132953,0.14624147729773862,FALSE,0.05934577459459845,-0.13698724589134292,NA,FALSE,0.6214883767462701,-1,FALSE,FALSE,-1_FALSE
113,var113,glucose-6-phosphate,C00092,5958,1244.3478260869565,525.433962264151,1231.6448207283127,433.04763059373124,1240 +/- 1200,525 +/- 430,0.42,0.0013475382154649498,0.004222286408456843,0.001348256620998467,TRUE,0.06090715153134812,-0.03993440369183199,0.13783451554091566,FALSE,1.2515387669959646,-1,FALSE,TRUE,-1_TRUE
114,var114,glucose,C00031,107526,376619.60869565216,615852.320754717,167393.30096803838,146998.64505638945,377000 +/- 170000,616000 +/- 150000,1.64,4.452244737182361e-7,6.975183421585699e-6,4.4522447584238733e-007,TRUE,-0.10336435310895485,-0.03540623229434955,0.20460363974741347,FALSE,0.7136958148433589,1,FALSE,TRUE,1_TRUE
115,var115,gluconic acid,C00257,10690,796.9565217391304,360.8490566037736,326.2333908361354,223.25764662814808,797 +/- 330,361 +/- 220,0.45,1.4226419370233794e-8,9.767093863563051e-7,1.4245761903453058e-8,TRUE,0.14849775690434502,-0.0636156556302651,1.922159955928115,TRUE,1.15200309344505,-1,FALSE,TRUE,-1_TRUE
116,var116,glucoheptose,,76599,434.5217391304348,191.33962264150944,319.03218269766757,201.04792228148247,435 +/- 320,191 +/- 200,0.44,3.0296570491622086e-4,0.0012657233894277672,3.031966940304498e-4,TRUE,0.10878024208390094,-0.03987795181026739,0.06974126131321255,FALSE,1.1844245711374275,-1,FALSE,TRUE,-1_TRUE
117,var117,galactose-6-phosphate,C00446,99058,200.82608695652175,200.0566037735849,109.70897542378906,121.16286164534901,201 +/- 110,200 +/- 120,1,0.7429737215162358,0.7981660551145847,0.7429872800944226,FALSE,0.014819587028346905,0.020725247878710714,NA,FALSE,0,0,FALSE,FALSE,0_FALSE
118,var118,galactose,C00124,6036,46650.434782608696,43590.58490566038,20157.207823925342,23911.937060351873,46700 +/- 20000,43600 +/- 24000,0.93,0.28529426543116465,0.3673652185004038,0.28529426543116465,FALSE,0.002700425260010784,-0.09344751700232082,NA,FALSE,0.10469737866669324,-1,FALSE,FALSE,-1_FALSE
119,var119,galactonic acid,C00880,128869,707.3478260869565,382.66037735849056,291.2890798901344,223.025519701931,707 +/- 290,383 +/- 220,0.54,2.678868667466973e-7,5.32332017982828e-6,2.6803745689640834e-7,TRUE,0.1353890736818197,-0.039659034520538296,1.0439587902004892,TRUE,0.888968687611256,-1,FALSE,TRUE,-1_TRUE
12,var12,tryptophan,C00078,6305,84168.84347826087,96812.23396226414,40785.989724189116,54616.41136600914,84200 +/- 41000,96800 +/- 55000,1.15,0.381224472380369,0.46539091433447644,0.3870511032197478,FALSE,-0.01257037556730851,-0.003625282514343623,NA,FALSE,0.2016338611696504,1,FALSE,FALSE,1_FALSE
120,var120,galactinol,C01235,439451,1890.9565217391305,582.0377358490566,2034.5825901657406,1015.2854081917471,1890 +/- 2000,582 +/- 1000,0.31,1.3553264537826282e-4,7.001503497474705e-4,1.3558993935813834e-4,TRUE,0.1130294486670022,-0.029483630169369612,0.025756327393536702,FALSE,1.6896598793878495,-1,FALSE,TRUE,-1_TRUE
121,var121,fumaric acid,C00122,444972,1155.0869565217392,1483.0377358490566,749.636815885683,1354.031913075,1160 +/- 750,1480 +/- 1400,1.28,0.807927984445487,0.8533185565795226,0.8079292716550927,FALSE,-0.014025891000680824,0.05421948083508342,NA,FALSE,0.35614381022527536,1,FALSE,FALSE,1_FALSE
122,var122,fucose + rhamnose,C01018,94270,8875.826086956522,8838.245283018869,3972.7693301018157,2767.92167175788,8880 +/- 4000,8840 +/- 2800,1,0.4797647293473487,0.5672689881591293,0.4797647293473508,FALSE,0.028114859402807904,-0.012870801784460026,NA,FALSE,0,0,FALSE,FALSE,0_FALSE
123,var123,fucose,C01019,94270,2674.1304347826085,2488.6415094339623,1040.9151700808034,717.0043475444746,2670 +/- 1000,2490 +/- 720,0.93,0.6308272595587721,0.7101528430961027,0.6308412702635624,FALSE,0.04458337993671686,-0.020641114840636042,NA,FALSE,0.10469737866669324,-1,FALSE,FALSE,-1_FALSE
124,var124,fructose-6-phosphate,C00085,69507,402.7391304347826,421.62264150943395,242.67228507735288,268.409720276748,403 +/- 240,422 +/- 270,1.05,0.7006369796049567,0.7658125125914643,0.7006564541909996,FALSE,0.015610068145858177,0.041094084859215195,NA,FALSE,0.070389327891398,1,FALSE,FALSE,1_FALSE
125,var125,fructose,C00095,5984,156194.78260869565,42819.264150943396,111065.26283593007,49293.817816526265,156000 +/- 110000,42800 +/- 49000,0.27,1.6805720596904346e-6,1.9746721701362606e-5,1.6805720609580632e-6,TRUE,0.054666722215516966,-0.1217040306188872,1.0621999014820975,TRUE,1.8889686876112561,-1,FALSE,TRUE,-1_TRUE
126,var126,ethanolamine,C00189,700,13362.739130434782,11683.169811320755,8724.923137027374,3404.9428140224945,13400 +/- 8700,11700 +/- 3400,0.87,0.5155975725816052,0.6020642462443588,0.51559757258161,FALSE,0.0335105705421704,0.007652597307940339,NA,FALSE,0.2009126939259964,-1,FALSE,FALSE,-1_FALSE
127,var127,erythritol,C00503,222285,2779.913043478261,1858.8490566037735,1173.4184680606363,795.7247638818727,2780 +/- 1200,1860 +/- 800,0.67,6.125110992512822e-4,0.002214463204985405,6.125639101789426e-4,TRUE,0.10221618432654901,-0.02713120079651827,0.048938985357321524,FALSE,0.5777669993169522,-1,FALSE,TRUE,-1_TRUE
128,var128,dodecane,C08374,8182,429.9130434782609,301.2641509433962,333.9249933529546,144.99033799949413,430 +/- 330,301 +/- 140,0.7,0.12410243079289277,0.1794786438520328,0.12411271491525833,FALSE,0.04988761439955851,0.022164995208791,NA,FALSE,0.5145731728297583,-1,FALSE,FALSE,-1_FALSE
129,var129,digalacturonic acid,,6857565,174.95652173913044,104.86792452830188,171.79096130865494,91.38213041438199,175 +/- 170,105 +/- 91,0.6,0.05108564424284709,0.08817399655639305,0.05112374521900698,FALSE,0.07879175067397907,-0.031032149287036757,NA,FALSE,0.7369655941662062,-1,FALSE,FALSE,-1_FALSE
13,var13,trisaccharide,,,2304.6521739130435,457.66037735849056,2909.36165458235,1175.5559395680416,2300 +/- 2900,458 +/- 1200,0.2,7.374329427516942e-4,0.002477121059810773,7.378658476030475e-4,TRUE,0.11638660474004814,-0.009884722498656682,0.02166666666666667,FALSE,2.321928094887362,-1,FALSE,TRUE,-1_TRUE
130,var130,cytidine-5'-diphosphate,C00112,290,1279.2608695652175,1082.3962264150944,1972.8685441483724,1048.4311235149007,1280 +/- 2000,1080 +/- 1000,0.85,0.8608768413665275,0.8892573965764131,0.860877782617789,FALSE,0.0280412341515411,0.11714377470362229,NA,FALSE,0.23446525363702297,-1,FALSE,FALSE,-1_FALSE
131,var131,cystine,,,8070.652173913043,4334.66037735849,6232.886290466193,2523.091845209245,8070 +/- 6200,4330 +/- 2500,0.54,0.0015761893706231014,0.004779412930276501,0.0015761893706232044,TRUE,0.03441642164406698,-0.04662223145381896,0.07575016553521835,FALSE,0.888968687611256,-1,FALSE,TRUE,-1_TRUE
132,var132,cysteine,C00097,594,1858.608695652174,2730.0754716981132,1608.4075902222623,2100.8220263749563,1860 +/- 1600,2730 +/- 2100,1.47,0.009153764244351822,0.02098667899924564,0.009154240384855683,TRUE,-0.003828791422613078,0.08073346493173181,0.036029290265875626,FALSE,0.5558161550616397,1,FALSE,TRUE,1_TRUE
133,var133,creatinine,C00791,588,9671.521739130434,12627.849056603774,3906.0725668160853,5195.318570954145,9670 +/- 3900,12600 +/- 5200,1.31,0.02554155869542651,0.05001888577854358,0.0255415586955402,TRUE,-0.05337068976580285,0.09250933452769136,0.03660922199397253,FALSE,0.3895668117627256,1,FALSE,FALSE,1_FALSE
134,var134,conduritol beta epoxide,,,525.4782608695652,1239.5471698113208,333.7797136334106,565.2527197239281,525 +/- 330,1240 +/- 570,2.36,1.733981618309825e-8,9.767093863563051e-7,1.7355349712921964e-8,TRUE,-0.07166464111645128,0.05721754943744463,0.8345362242025346,TRUE,1.2387868595871165,1,FALSE,TRUE,1_TRUE
135,var135,citrulline,C00327,9750,4984.260869565217,3907.2075471698113,1231.6499730550406,1297.9007363740905,4980 +/- 1200,3910 +/- 1300,0.78,0.002101521799658505,0.005986153005087863,0.002101669949142959,TRUE,0.09093185805621769,0.05907971799717124,0.07918753753153093,FALSE,0.3584539709124763,-1,FALSE,TRUE,-1_TRUE
136,var136,citric acid,C00158,311,150780.95652173914,127274.96226415095,48100.18584492378,42188.56889515957,151000 +/- 48000,127000 +/- 42000,0.84,0.031243015783449367,0.0575851663459655,0.031243015783604777,TRUE,0.08784092039501669,0.018628907639644237,0.05476515462301389,FALSE,0.25153876699596445,-1,FALSE,FALSE,-1_FALSE
137,var137,cholic acid,C00695,221493,215.82608695652175,34.679245283018865,394.8971847978469,14.594221175764769,216 +/- 390,34.7 +/- 15,0.16,0.001240792615345832,0.003953712062457905,0.001246071771296764,TRUE,0.05625477421328012,-0.06603504396785731,0.048148754226803,FALSE,2.643856189774725,-1,FALSE,TRUE,-1_TRUE
138,var138,cholesterol,C00187,5997,158224.47826086957,175388.679245283,55699.45177294229,63455.315420433275,158000 +/- 56000,175000 +/- 63000,1.11,0.23737610127277248,0.3210554463257642,0.23737610127277453,FALSE,-0.04065103456669548,-0.05293658147300227,NA,FALSE,0.15055967657538138,1,FALSE,FALSE,1_FALSE
139,var139,cellobiotol,,160514,1346.4347826086957,554.9811320754717,1061.4994037632443,382.6813542203546,1350 +/- 1100,555 +/- 380,0.41,3.6524687413184033e-6,3.614021701936104e-5,3.6535854887054242e-006,TRUE,0.10871469184185786,-0.019292606687693673,0.11487433475482256,FALSE,1.286304185156641,-1,FALSE,TRUE,-1_TRUE
14,var14,triethanolamine,C06771,7618,969.2173913043479,169.1320754716981,2155.7259261730615,246.40117676853183,969 +/- 2200,169 +/- 250,0.17,0.30611543676126085,0.3836646807407803,0.3061782604909715,FALSE,0.03615468028918783,-0.048052942356084594,NA,FALSE,2.5563933485243853,-1,FALSE,FALSE,-1_FALSE
140,var140,caprylic acid,C06423,379,1681.5652173913043,1737.3962264150944,448.2969618544221,486.34940509024995,1680 +/- 450,1740 +/- 490,1.03,0.6188292858991575,0.7050903378729795,0.6188340808476037,FALSE,-0.023591678395104777,-0.10412782523133024,NA,FALSE,0.04264433740849372,1,FALSE,FALSE,1_FALSE
141,var141,capric acid,C01571,2969,2180.8260869565215,2641.0377358490564,825.629052308487,635.6686958285059,2180 +/- 830,2640 +/- 640,1.21,7.07822347871747e-4,0.0024642703962942302,7.081209823481815e-4,TRUE,-0.05092676487000817,-0.09215454138889899,0.03552821468084625,FALSE,0.27500704749986976,1,FALSE,TRUE,1_TRUE
142,var142,"butane-2,3-diol",C03044,262,2673.608695652174,1423.7924528301887,1700.1284373709275,1034.767185976012,2670 +/- 1700,1420 +/- 1000,0.53,4.6615889318267186e-4,0.0017885279983335164,0.00046615889318246673,TRUE,0.08376499633651438,-0.05175834913285858,1.179676304237268,TRUE,0.9159357352115255,-1,FALSE,TRUE,-1_TRUE
143,var143,beta-alanine,C00099,239,125.91304347826087,219.41509433962264,63.589531044803465,193.2442091840374,126 +/- 64,219 +/- 190,1.74,0.006212962991720452,0.01516931223952526,0.006214022582151091,TRUE,-0.008254789814607177,0.10947882963663103,0.021425287356321845,FALSE,0.7990873060740036,1,FALSE,TRUE,1_TRUE
144,var144,benzoic acid,C00180,243,12034.04347826087,10233.075471698114,9326.963407621723,1609.4098637634543,12000 +/- 9300,10200 +/- 1600,0.85,0.9234343066424741,0.9283724580148938,0.9234343066424271,FALSE,0.02377892248432795,-0.08424714741468714,NA,FALSE,0.23446525363702297,-1,FALSE,FALSE,-1_FALSE
145,var145,behenic acid,C08281,8215,1731.5652173913043,1654.3584905660377,657.1336397973853,1437.6234675316334,1730 +/- 660,1650 +/- 1400,0.96,0.035456027819993505,0.0647158566034833,0.035458540545099004,TRUE,0.012081873191215233,0.0360708014571005,0.01944561403508772,FALSE,0.058893689053568565,-1,FALSE,FALSE,-1_FALSE
146,var146,aspartic acid,C00049,5960,4420.95652173913,5561.811320754717,2291.0126676817526,2245.3088964858725,4420 +/- 2300,5560 +/- 2200,1.26,0.0274628733623205,0.05322701228985829,0.02746498914755202,TRUE,-0.045735673293308736,0.04561138224566103,0.037950000000000005,FALSE,0.3334237337251918,1,FALSE,FALSE,1_FALSE
147,var147,asparagine,C00152,236,11182.08695652174,9269.037735849057,9580.218933316539,2397.015981159332,11200 +/- 9600,9270 +/- 2400,0.83,0.7301993706861505,0.7889510441896339,0.7301993706861318,FALSE,0.021968799571107075,0.04404071302393389,NA,FALSE,0.2688167584278,-1,FALSE,FALSE,-1_FALSE
148,var148,arachidonic acid,,5312542,3010.695652173913,4809.037735849057,1605.4242553062702,1623.60087652136,3010 +/- 1600,4810 +/- 1600,1.6,5.556166799642631e-5,3.369546317202628e-4,5.556166799658424e-5,TRUE,-0.09872080915767437,-0.02956435313144077,0.1249020423228308,FALSE,0.6780719051126377,1,FALSE,TRUE,1_TRUE
149,var149,arachidic acid,C06425,10467,2341.478260869565,3032.3207547169814,656.4680196853196,3712.9227745474677,2340 +/- 660,3030 +/- 3700,1.3,0.5340156504144429,0.6159198912755538,0.5340212410527335,FALSE,-0.028544301308068665,-0.025775177875397372,NA,FALSE,0.37851162325372983,1,FALSE,FALSE,1_FALSE
15,var15,trehalose,C01083,7427,2966.086956521739,805.2264150943396,2173.1357509587065,1281.5268483863217,2970 +/- 2200,805 +/- 1300,0.27,6.914088082698407e-7,9.998835073440773e-6,6.915296663079218e-7,TRUE,0.13287270958151298,-0.05081599024922752,0.3555952206349169,TRUE,1.8889686876112561,-1,FALSE,TRUE,-1_TRUE
150,var150,arabitol,C01904,94154,657.4347826086956,494.9622641509434,240.3334475430025,288.2004485572866,657 +/- 240,495 +/- 290,0.75,0.0033443053341097005,0.00911319804504105,0.0033447375803621338,TRUE,0.09267177267125601,0.03374416181528959,0.02886939200083216,FALSE,0.4150374992788438,-1,FALSE,TRUE,-1_TRUE
151,var151,arabinose,C00259,229,5344.304347826087,3049.0377358490564,3601.1885214187855,2357.1804943966436,5340 +/- 3600,3050 +/- 2400,0.57,6.727916023919486e-5,3.832873371202616e-4,6.728688088331047e-5,TRUE,0.07341492913736099,-0.04587390808652309,0.10669367645157121,FALSE,0.8109661756099832,-1,FALSE,TRUE,-1_TRUE
152,var152,aminomalonic acid,C00872,100714,3523.3478260869565,4393.226415094339,1291.0416375475359,1831.7876161900665,3520 +/- 1300,4390 +/- 1800,1.25,0.028678021971682226,0.054691812781791936,0.028678021971818235,TRUE,-0.06514978003070182,0.03501317463209006,0.002,FALSE,0.32192809488736235,1,FALSE,FALSE,1_FALSE
153,var153,alpha ketoglutaric acid,C00026,51,2084.1304347826085,688.9811320754717,2338.137220958518,1358.2452266770538,2080 +/- 2300,689 +/- 1400,0.33,0.051115807100800686,0.08817399655639305,0.05112374521900698,FALSE,0.0915713883492052,0.04727513973370781,NA,FALSE,1.5994620704162712,-1,FALSE,FALSE,-1_FALSE
154,var154,allantoin,C01551,204,7020.695652173913,3554.396226415094,6044.393167787683,2799.939081340209,7020 +/- 6000,3550 +/- 2800,0.51,0.0038657724810532636,0.010093961478305744,0.0038657724810551297,TRUE,0.09082059805150143,-0.06446130361274724,0.07939074960127591,FALSE,0.9714308478032291,-1,FALSE,TRUE,-1_TRUE
155,var155,allantoic acid,C00499,203,5714.608695652174,6440.905660377359,4142.954147367996,2952.5267553282024,5710 +/- 4100,6440 +/- 3000,1.13,0.06450438889322739,0.1082752242136317,0.06450438889322807,FALSE,0.0033751468535177845,-0.01964822360313546,NA,FALSE,0.17632277264046287,1,FALSE,FALSE,1_FALSE
156,var156,alanine,C00041,5950,368815.60869565216,314951.71698113205,202646.48947315733,131892.7680319505,369000 +/- 200000,315000 +/- 130000,0.85,0.5155975725816052,0.6020642462443588,0.51559757258161,FALSE,0.043102348147381515,0.17128655421148622,NA,FALSE,0.23446525363702297,-1,FALSE,FALSE,-1_FALSE
157,var157,adipic acid,C06104,196,619.3478260869565,563.7735849056604,449.0690986206559,650.8181135932927,619 +/- 450,564 +/- 650,0.91,0.010100953075964694,0.022342066306178274,0.010101979234880654,TRUE,0.013846166961059767,-0.01947482485437219,0.044687978687978684,FALSE,0.13606154957602837,-1,FALSE,TRUE,-1_TRUE
158,var158,adenosine-5-phosphate,C00020,6083,391.17391304347825,1845.566037735849,1524.4021973509937,3879.0705841111853,391 +/- 1500,1850 +/- 3900,4.72,0.10584797404222693,0.16178389528405418,0.10590285524371024,FALSE,-0.04198554219650238,0.006836840167184008,NA,FALSE,2.2387868595871163,1,FALSE,FALSE,1_FALSE
159,var159,adenosine,C00212,60961,600.304347826087,294.1132075471698,2187.300545395929,474.27927752689857,600 +/- 2200,294 +/- 470,0.49,0.626792479689219,0.7098613625395975,0.6268278248198051,FALSE,0.0029243825791532676,0.02852832788864027,NA,FALSE,1.0291463456595165,-1,FALSE,FALSE,-1_FALSE
16,var16,trans-4-hydroxyproline,C01157,5810,1872.4782608695652,3600.566037735849,1125.6204700909393,2235.336272322991,1870 +/- 1100,3600 +/- 2200,1.92,7.37865847603209e-4,0.002477121059810773,7.378658476030475e-4,TRUE,-0.09170697033562046,-0.04728060621626635,0.027190476190476192,FALSE,0.9411063109464314,1,FALSE,TRUE,1_TRUE
160,var160,aconitic acid,C00417,309,209.82608695652175,117.66037735849056,165.88787346055415,143.60080128823827,210 +/- 170,118 +/- 140,0.56,0.0014284001870573252,0.004402282543717658,0.0014299087761328044,TRUE,0.09316344782384291,-0.02558452754484184,0.02412627374618221,FALSE,0.8365012677171204,-1,FALSE,TRUE,-1_TRUE
161,var161,5-methoxytryptamine,C05659,1833,15328.565217391304,22723.075471698114,10544.21916513364,10150.93270790169,15300 +/- 11000,22700 +/- 10000,1.48,0.010781407143447774,0.023568657476374204,0.0107814071434712,TRUE,-0.035457290899298596,0.07820507404797192,0.03245714285714286,FALSE,0.5655971758542251,1,FALSE,TRUE,1_TRUE
